exp_code,pNum,phase,cue1,out,cert_cond,prob_outcome,out_order,accuracy,RT,age,gender,cue_img_rand,out_img_rand
UNW01,302,1,2,2,1,1,[1 0 2 3],0,3.5813992000003054,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,4,4,1,1,[2 3 0 1],0,5.627135500002623,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,1,1,1,1,[0 1 3 2],0,7.2981275000020105,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,4,4,1,1,[2 1 3 0],1,3.6992742999973416,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,1,1,1,1,[0 1 2 3],1,4.510143200001039,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,1,1,1,1,[3 2 1 0],1,2.0327385000018694,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,3,3,1,1,[2 0 1 3],0,4.935647000002064,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,2,2,1,1,[0 1 2 3],0,1.388989600000059,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,3,3,1,1,[2 3 0 1],1,4.560956400000578,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,1,1,1,1,[2 0 3 1],0,3.468750399999408,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,2,2,1,1,[3 0 1 2],1,1.9005581999990682,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,4,4,1,1,[3 0 1 2],1,6.432404099999985,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,1,1,1,1,[0 2 1 3],1,5.85599480000019,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,1,1,1,1,[3 1 0 2],1,1.606105499999103,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,3,3,1,1,[0 3 2 1],1,6.074033400000189,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,3,3,1,1,[0 2 1 3],1,2.951448800002254,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,4,4,1,1,[3 2 1 0],1,1.8397585999991861,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,2,2,1,1,[0 2 3 1],1,1.7037033000015072,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,2,2,1,1,[0 3 1 2],1,7.208660399999644,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,3,3,1,1,[1 3 0 2],1,4.705163499998889,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,3,3,1,1,[3 0 2 1],1,1.296535599998606,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,2,2,1,1,[0 3 2 1],1,1.0412422999979754,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,1,1,1,1,[3 2 0 1],0,0.9351038000022527,20,Male,[0 3 2 1],[0 3 2 1]
UNW01,302,1,3,3,1,1,[3 2 0 1],1,1.0528826999980083,20,Male,[0 3 2 1],[0 3 2 1]
