exp_code,pNum,phase,cue1,out,cert_cond,prob_outcome,out_order,out_response,accuracy,RT,age,gender,cue_img_rand,out_img_rand
UNW01,109,1,2,2,1,1,[0 3 2 1],3,0,3.651877299998887,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,4,4,1,1,[0 1 3 2],1,0,2.568571800016798,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,4,4,1,1,[2 1 0 3],4,1,1.6707724000443704,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[0 3 2 1],3,1,4.6582871999708,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[2 3 1 0],3,1,1.2948402999900281,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[2 3 1 0],3,1,1.3358546000090428,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[0 1 2 3],1,1,4.136206099996343,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[3 2 0 1],1,1,2.3110605999827385,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,2,2,1,1,[3 2 0 1],2,1,1.5770552000030875,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[1 0 2 3],1,1,2.6799628000007942,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,2,2,1,1,[1 2 0 3],2,1,2.816686399979517,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,2,2,1,1,[1 2 0 3],2,1,1.1188206999795511,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,2,2,1,1,[0 2 1 3],2,1,3.3760728999623097,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,2,2,1,1,[3 1 2 0],2,1,2.238855200004764,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,4,4,1,1,[3 1 2 0],4,1,6.699465900019277,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[3 2 0 1],1,1,8.28250949998619,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[3 1 0 2],3,1,1.4846955999964848,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[1 2 0 3],3,1,1.382268599991221,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[1 2 0 3],1,1,5.037263399979565,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,2,2,1,1,[1 2 3 0],2,1,1.7280215000500903,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,2,2,1,1,[2 0 1 3],2,1,1.354156800021883,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[1 0 2 3],3,1,1.0171006000018679,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[2 3 1 0],3,1,2.846018499985803,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,2,2,1,1,[0 2 3 1],2,1,9.674086900020484,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,4,4,1,1,[1 2 0 3],4,1,2.0437388999853283,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,2,2,1,1,[2 0 3 1],2,1,2.336222500016447,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[3 1 0 2],1,1,2.4317940999753773,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,4,4,1,1,[2 3 1 0],4,1,1.8430485000135377,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[2 1 0 3],3,1,3.0226935999817215,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,4,4,1,1,[1 3 2 0],4,1,1.6037748000235297,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[0 2 3 1],1,1,3.8014847000013106,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[3 1 0 2],1,1,2.591683299979195,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[3 0 2 1],3,1,1.2374135999707505,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[2 0 3 1],1,1,1.4969072000239976,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[2 1 3 0],1,1,2.9073422999936156,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,4,4,1,1,[3 2 0 1],4,1,1.741090199968312,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,4,4,1,1,[1 0 3 2],4,1,1.6052086999989115,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[2 0 1 3],3,1,1.6265271000447683,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,4,4,1,1,[3 1 0 2],4,1,2.2873156999703497,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,4,4,1,1,[0 3 1 2],4,1,1.6983056999742985,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[2 1 0 3],3,1,1.2427646999713033,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,4,4,1,1,[2 0 1 3],4,1,1.6960029999609105,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[3 1 0 2],1,1,1.5916566999512725,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[0 3 2 1],3,1,0.9984890999621712,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,4,4,1,1,[0 1 3 2],4,1,1.733213200001046,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[2 0 3 1],3,1,1.563698399986606,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[2 1 0 3],3,1,1.363816199998837,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,2,2,1,1,[1 3 0 2],2,1,7.841535300016403,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,2,2,1,1,[2 1 3 0],2,1,1.0924603000166826,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,2,2,1,1,[0 2 3 1],2,1,1.600266500026919,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[2 0 3 1],1,1,1.4614466999773867,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[3 2 0 1],1,1,1.290159699972719,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[3 1 2 0],3,1,1.0111824999912642,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,1,1,1,1,[2 1 3 0],1,1,2.1691776999505237,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,2,2,1,1,[2 3 1 0],2,1,1.5198934000218287,20,Female,[2 1 3 0],[0 3 2 1]
UNW01,109,1,3,3,1,1,[0 2 1 3],3,1,1.9444475999916904,20,Female,[2 1 3 0],[0 3 2 1]
