exp_code,pNum,phase,cue1,out,cert_cond,prob_outcome,out_order,accuracy,RT,age,gender,cue_img_rand,out_img_rand
UNW01,301,1,2,2,1,1,[1 2 3 0],1,4.302519100005156,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[3 1 2 0],0,3.604354900002363,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[3 1 0 2],0,4.693637600001239,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[2 0 3 1],0,3.435304900005576,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[3 2 0 1],1,1.5407160000031581,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[0 1 2 3],1,1.981866500005708,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[3 2 1 0],1,2.71805250000034,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[3 1 2 0],1,3.751107800002501,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[2 1 0 3],1,1.7888359999997192,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[2 3 1 0],0,2.5350862000050256,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[2 0 3 1],0,4.547955100002582,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[0 2 1 3],1,2.4947616000063135,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[2 1 0 3],1,4.067257299997436,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[1 0 2 3],0,4.424529600000824,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[0 1 3 2],1,3.3244827000016812,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[0 2 1 3],1,2.325394799998321,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[3 0 1 2],0,3.2532608000037726,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[3 2 1 0],1,1.628228499997931,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[1 2 0 3],1,1.5254248999990523,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[0 2 3 1],0,2.294603599999391,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[2 3 0 1],1,2.03779310000391,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[1 3 0 2],0,1.3792917000027956,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[0 2 1 3],1,2.6761974999972153,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[1 3 2 0],1,4.724366399997962,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[2 1 3 0],1,2.168433799997729,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[2 1 3 0],1,2.3274290000044857,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[0 1 3 2],1,1.2238469000003533,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[3 1 2 0],1,4.269875400001183,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[1 0 3 2],1,2.205689499998698,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[3 0 1 2],1,2.6881598999971175,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[3 1 0 2],1,3.806848700005503,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[0 2 3 1],1,1.7677045999953407,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[1 2 0 3],1,0.7582667999959085,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[1 3 2 0],1,1.4310755000042263,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[0 3 1 2],1,1.7109483999956865,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[1 3 0 2],1,2.302589300001273,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[2 3 1 0],1,3.919407500005036,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[1 3 2 0],1,6.214528800002881,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[3 0 1 2],1,1.5118214000031003,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[1 0 2 3],1,2.1836221999983536,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[3 0 2 1],1,2.3921700999999302,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[0 2 1 3],1,1.694572499996866,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[3 2 0 1],1,3.743371399999887,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[3 2 1 0],1,5.422576899996784,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[2 1 3 0],1,1.76610829999845,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[3 0 1 2],1,0.9486494000011589,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[0 3 1 2],1,1.895153700002993,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[1 0 3 2],1,1.4642721000054735,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[3 2 0 1],1,1.7987149999971734,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[0 2 1 3],1,1.839458000002196,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[3 0 2 1],1,1.3180516000065836,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[2 1 3 0],1,1.8449161000025924,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[0 1 2 3],1,1.5690058000036515,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[0 1 3 2],1,2.6475113999986206,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[2 3 1 0],1,1.2840247999993153,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[3 0 1 2],1,1.374135700003535,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[0 3 2 1],1,1.4315802000055555,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[2 1 3 0],1,1.7442187999986345,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[0 3 2 1],1,1.7501448999973945,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[0 3 1 2],1,2.005411499994807,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[1 2 3 0],1,1.6311960000020918,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,3,3,1,1,[0 3 2 1],1,1.2322980999961146,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[3 2 0 1],1,4.815949900003034,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[1 3 2 0],1,1.9586928999997326,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[1 0 2 3],1,1.3419303999980912,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[1 0 3 2],1,2.1903604000035557,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[0 3 1 2],1,3.198460800005705,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,4,4,1,1,[1 3 2 0],1,2.6714778000023216,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,2,2,1,1,[0 2 3 1],1,1.7742313999988255,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[2 3 1 0],1,4.367552700001397,21,Female,[2 1 3 0],[0 1 2 3]
UNW01,301,1,1,1,1,1,[0 3 2 1],1,2.9028384999983246,21,Female,[2 1 3 0],[0 1 2 3]
