exp_code,pNum,phase,cue1,out,cert_cond,prob_outcome,out_order,accuracy,RT,age,gender,cue_img_rand,out_img_rand
UNW01,203,1,2,2,0,1,[2 0 1 3],0,5.470893400000932,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,2,2,0,1,[0 3 1 2],1,1.6600809000010486,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,2,1,0,0,[3 2 1 0],0,1.8128228000023228,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,4,4,0,1,[1 3 0 2],0,2.3714322999985598,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,2,2,0,1,[3 2 1 0],0,7.038916100002098,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,4,3,0,0,[3 2 0 1],0,8.50565309999729,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,4,4,0,1,[0 3 1 2],0,2.4270300999996834,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,3,3,0,1,[2 3 0 1],0,3.103315600001224,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,4,4,0,1,[2 1 3 0],1,2.0561049000025378,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,2,1,0,0,[0 2 1 3],1,4.0546107000009215,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,1,1,0,1,[0 3 1 2],0,4.802056600001379,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,2,2,0,1,[1 0 3 2],0,2.549173500003235,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,1,1,0,1,[0 3 1 2],1,1.5361632000021928,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,1,1,0,1,[2 3 1 0],1,4.175702100001217,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,3,4,0,0,[0 3 1 2],0,3.3129652999996324,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,1,2,0,0,[0 1 3 2],0,4.90078739999808,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,4,4,0,1,[3 2 0 1],0,5.690506300001289,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,2,2,0,1,[0 2 1 3],1,2.424675099999149,20,Female,[0 1 3 2],[1 3 0 2]
UNW01,203,1,4,4,0,1,[3 2 0 1],1,7.597607699997752,20,Female,[0 1 3 2],[1 3 0 2]
