exp_code,pNum,phase,cue1,out,cert_cond,prob_outcome,out_order,accuracy,RT,age,gender,cue_img_rand,out_img_rand
UNW01,202,1,3,4,0,0,[3 2 0 1],0,5.781053599999723,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,2,2,0,1,[1 2 0 3],0,4.500999199999569,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,3,3,0,1,[1 2 3 0],0,6.9355218000000605,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,2,2,0,1,[2 1 3 0],0,6.0190094000008685,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,4,4,0,1,[2 3 1 0],0,4.698789599999145,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,2,1,0,0,[0 2 1 3],0,5.27002100000027,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,4,3,0,0,[2 3 0 1],0,7.674859599999763,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,2,1,0,0,[2 1 3 0],0,7.3851183999995555,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,4,4,0,1,[0 1 3 2],0,4.206296399999701,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,3,3,0,1,[0 2 3 1],0,3.904984400000103,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,1,1,0,1,[1 2 0 3],1,4.2073485999990226,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,4,4,0,1,[0 2 3 1],0,4.72486150000077,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,2,2,0,1,[1 0 2 3],0,7.932029699999475,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,4,4,0,1,[2 1 3 0],0,6.0581225999994786,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,2,2,0,1,[0 2 3 1],0,2.47842909999963,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,1,2,0,0,[1 0 3 2],1,4.490753100000802,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,2,2,0,1,[2 1 3 0],0,1.8874238000007608,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,4,4,0,1,[1 0 2 3],0,4.149559999999838,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,1,2,0,0,[3 2 0 1],1,6.608465000001161,20,Male,[0 1 3 2],[2 3 1 0]
UNW01,202,1,2,2,0,1,[2 0 3 1],1,4.013795400000163,20,Male,[0 1 3 2],[2 3 1 0]
