exp_code,pNum,phase,cue1,out,cert_cond,prob_outcome,out_order,accuracy,RT,age,gender,cue_img_rand,out_img_rand
UNW01,402,1,4,4,0,1,[3 0 1 2],1,4.846062700002221,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,4,4,0,1,[0 3 1 2],1,1.235151400000177,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,1,1,0,1,[2 3 1 0],1,2.384726699998282,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,4,4,0,1,[3 2 0 1],1,1.6919028999982402,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,4,4,0,1,[3 2 0 1],1,1.0747755000011239,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,3,3,0,1,[3 0 2 1],0,1.8399011000001337,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,2,2,0,1,[1 2 3 0],1,1.4691996000001382,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,1,2,0,0,[0 3 2 1],0,1.1682574000005843,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,4,3,0,0,[1 2 0 3],0,1.277390600000217,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,1,1,0,1,[0 2 3 1],1,2.6326962999992247,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,4,4,0,1,[1 0 3 2],1,1.3019540999994206,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,2,2,0,1,[2 3 0 1],0,1.5290523000003304,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,1,1,0,1,[0 2 1 3],1,1.9726448000001255,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,4,4,0,1,[3 2 1 0],1,1.4791019999975106,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,2,1,0,0,[3 2 1 0],0,2.4074078999983612,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,3,4,0,0,[1 3 0 2],0,1.8866601000008814,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,1,2,0,0,[3 0 1 2],0,2.306014799996774,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,2,1,0,0,[2 3 0 1],1,3.7676252000019304,20,Male,[0 1 3 2],[2 1 3 0]
UNW01,402,1,3,3,0,1,[2 1 3 0],1,3.2062610000029963,20,Male,[0 1 3 2],[2 1 3 0]
