exp_code,pNum,phase,cue1,out,cert_cond,prob_outcome,out_order,out_response,accuracy,RT,age,gender,cue_img_rand,out_img_rand
UNW01,407,1,3,4,0,0,[1 0 2 3],1,0,6.238876799998252,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,3,3,0,1,[3 0 2 1],2,0,2.3375663999977405,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,3,4,0,0,[0 3 2 1],1,0,4.8191574000011315,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,2,1,0,0,[1 0 2 3],4,0,4.559549800000241,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,3,3,0,1,[1 2 3 0],4,0,4.358598599999823,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,1,1,0,1,[1 0 3 2],3,0,6.766028699999879,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,4,4,0,1,[3 0 1 2],2,0,4.202170299999125,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,2,1,0,0,[1 2 0 3],3,0,4.386257800000749,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,1,2,0,0,[0 1 3 2],2,1,4.822918600002595,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,2,2,0,1,[1 0 3 2],3,0,3.2590664999988803,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,2,2,0,1,[3 0 2 1],4,0,3.662556199997198,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,2,2,0,1,[0 3 1 2],2,1,1.7542189999985567,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,3,3,0,1,[1 2 0 3],4,0,2.8495226000013645,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,4,4,0,1,[0 1 2 3],1,0,3.6509530000002997,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,3,3,0,1,[3 2 1 0],3,1,2.766545300000871,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,2,2,0,1,[0 3 2 1],2,1,3.246293699998205,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,1,1,0,1,[2 3 0 1],1,1,5.313697699999466,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,1,1,0,1,[1 3 0 2],1,1,1.4172238999999536,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,2,2,0,1,[1 0 2 3],4,0,4.271265800001856,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,3,3,0,1,[3 1 2 0],3,1,2.8178501000002143,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,2,2,0,1,[0 1 2 3],2,1,5.869821200001752,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,2,2,0,1,[3 2 0 1],2,1,3.6643966999981785,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,1,2,0,0,[3 0 1 2],1,0,5.6110472999971535,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,4,4,0,1,[2 1 0 3],1,0,4.455439000001206,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,1,1,0,1,[3 1 2 0],2,0,5.121916500000225,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,3,3,0,1,[1 2 3 0],3,1,1.8598312000031,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,1,1,0,1,[3 1 2 0],1,1,3.6134268999994674,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,4,4,0,1,[2 1 3 0],4,1,4.8921177000011085,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,4,4,0,1,[2 1 0 3],4,1,1.6520768000009411,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,3,3,0,1,[3 2 0 1],3,1,1.6959078999971098,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,1,1,0,1,[3 0 1 2],4,0,5.402419699999882,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,4,4,0,1,[3 2 1 0],1,0,5.9194349000026705,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,2,2,0,1,[1 2 3 0],3,0,4.751855599999544,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,3,3,0,1,[1 0 3 2],3,1,3.103058199998486,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,4,4,0,1,[2 1 0 3],1,0,5.144371400001546,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,1,1,0,1,[3 0 1 2],2,0,6.4469895000002,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,4,3,0,0,[1 2 0 3],4,0,8.123056600001291,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,4,4,0,1,[3 2 0 1],3,0,0.8904901999994763,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,4,3,0,0,[1 2 3 0],4,0,2.2195734000015364,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,1,1,0,1,[1 2 0 3],4,0,3.9939174999999523,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,2,2,0,1,[3 0 1 2],3,0,5.624163200001931,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,3,3,0,1,[3 0 2 1],3,1,1.0742530999996234,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,3,3,0,1,[0 3 2 1],3,1,0.7969816999975592,20,Female,[1 2 3 0],[0 2 1 3]
UNW01,407,1,2,1,0,0,[0 3 1 2],2,0,4.596088599999348,20,Female,[1 2 3 0],[0 2 1 3]
