exp_code,pNum,phase,cue1,out,cert_cond,prob_outcome,out_order,accuracy,RT,age,gender,cue_img_rand,out_img_rand
UNW01,303,1,1,1,1,1,[3 1 2 0],1,3.0116688999987673,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,3,3,1,1,[0 3 2 1],1,1.6096682000206783,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,3,3,1,1,[1 3 0 2],1,3.2483731000102125,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,2,2,1,1,[2 0 3 1],1,1.7953136999858543,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,3,3,1,1,[2 3 0 1],1,2.1782893000054173,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,4,4,1,1,[2 3 0 1],1,4.88058299999102,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,1,1,1,1,[3 0 2 1],1,1.569809400010854,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,1,1,1,1,[2 0 1 3],1,1.7371961000026204,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,3,3,1,1,[0 2 3 1],1,1.1672478999826126,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,4,4,1,1,[1 2 0 3],1,2.0557701000070665,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,3,3,1,1,[0 3 1 2],1,2.042717600008473,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,1,1,1,1,[2 1 0 3],1,1.0623051000002306,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,1,1,1,1,[0 1 3 2],1,2.281680599990068,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,2,2,1,1,[3 0 1 2],1,1.2371849000046495,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,3,3,1,1,[0 2 3 1],1,1.4884958999755327,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,4,4,1,1,[0 1 2 3],1,1.9874190000118688,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,4,4,1,1,[0 3 1 2],1,2.239214599976549,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,2,2,1,1,[3 0 2 1],1,1.307857999985572,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,3,3,1,1,[3 2 0 1],1,1.1429604000004474,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,2,2,1,1,[3 2 0 1],1,1.0468093999952544,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,3,3,1,1,[0 3 2 1],1,1.186538100009784,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,2,2,1,1,[3 2 0 1],1,1.6553104000049643,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,4,4,1,1,[1 0 2 3],1,1.6108442000113428,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,4,4,1,1,[0 1 3 2],1,1.241083399974741,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,4,4,1,1,[2 1 0 3],1,1.350359700008994,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,2,2,1,1,[1 3 0 2],1,1.5081175000232179,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,2,2,1,1,[0 1 3 2],1,1.5428141999873333,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,4,4,1,1,[1 0 3 2],1,1.5113680000067689,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,1,1,1,1,1,[0 3 2 1],1,1.4002142999961507,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,1,3,0,0,[2 3 1 0],0,1.8150880000030156,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,2,2,0,1,[0 2 3 1],1,1.211430499999551,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,3,1,0,0,[3 1 0 2],0,1.6163696000003256,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,4,4,0,1,[0 1 3 2],1,3.629126300016651,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,3,1,0,0,[2 1 0 3],0,1.4562939000024926,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,4,4,0,1,[0 1 3 2],1,1.20439259998966,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,1,3,0,0,[0 3 2 1],0,2.024816199991619,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,2,2,0,1,[3 1 2 0],1,1.1671805999940261,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,3,1,0,0,[1 0 2 3],1,1.7492141000111587,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,4,4,0,1,[0 3 2 1],1,1.6529367000039201,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,2,2,0,1,[0 2 3 1],0,1.4334912000049371,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,4,4,0,1,[3 1 0 2],1,2.4054000999894924,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,2,2,0,1,[2 1 3 0],1,1.1861280000011902,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,1,3,0,0,[2 0 3 1],1,3.3521661999984644,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,1,3,0,0,[3 1 0 2],1,2.424523900001077,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,3,1,0,0,[2 1 3 0],1,2.5167626999900676,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,4,4,0,1,[1 3 0 2],1,2.1744611999893095,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,3,1,0,0,[2 3 0 1],1,3.3083727000048384,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,4,4,0,1,[1 0 2 3],1,1.7093341000145301,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,2,2,0,1,[3 2 1 0],1,1.2377968000073452,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,1,3,0,0,[3 2 1 0],1,4.308344399993075,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,4,4,0,1,[0 1 3 2],1,1.5887745000072755,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,3,1,0,0,[3 0 1 2],1,3.6106320999970194,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,3,1,0,0,[1 0 2 3],1,1.2800553999841213,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,1,3,0,0,[1 0 3 2],0,4.153448600001866,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,1,3,0,0,[3 1 2 0],1,2.073095200001262,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,4,4,0,1,[0 2 1 3],1,1.7242285000102129,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,2,2,0,1,[0 1 2 3],1,1.700385100004496,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,3,1,0,0,[0 2 1 3],0,3.3981369999819435,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,2,2,0,1,[2 3 0 1],1,1.1396486000157893,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,2,2,0,1,[3 2 0 1],1,1.4671293999999762,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,2,1,3,0,0,[1 3 0 2],0,1.9511887000116985,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,3,3,1,0,0,[1 3 0 2],1,1.9657951000262983,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,3,1,3,0,0,[1 3 2 0],1,4.301677800016478,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,3,2,3,0,0,[0 2 1 3],0,1.341585500020301,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,3,4,1,0,0,[2 1 0 3],0,1.6794686999928672,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,3,1,3,0,0,[0 3 2 1],0,1.287146799993934,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,3,2,3,0,0,[2 0 1 3],0,1.433772799995495,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,3,3,1,0,0,[0 3 1 2],1,1.5734800000209361,18,Non-binary,[0 3 2 1],[1 0 2 3]
UNW01,303,3,4,1,0,0,[1 3 0 2],1,1.42098269998678,18,Non-binary,[0 3 2 1],[1 0 2 3]
