exp_code,pNum,phase,cue1,out,cert_cond,prob_outcome,out_order,out_response,accuracy,RT,age,gender,cue_img_rand,out_img_rand
UNW01,102,1,2,2,1,1,[0 3 2 1],1,0,5.236535199997888,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[2 3 1 0],1,1,4.118799300005776,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[1 0 3 2],1,1,2.1437965000004624,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[3 0 2 1],2,0,3.7912708000003477,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[1 2 0 3],3,0,4.558777699996426,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[1 3 2 0],2,1,3.564460000001418,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[3 1 0 2],4,0,3.026795600002515,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[3 1 2 0],4,1,3.911565200003679,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[2 1 0 3],1,1,3.560469700001704,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[2 1 3 0],2,1,5.839750400002231,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[1 0 3 2],3,0,4.324095100004342,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[3 2 0 1],1,1,2.0125744999968447,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[0 3 2 1],4,1,1.401065700003528,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[2 1 3 0],1,1,1.9503738999992493,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[1 0 3 2],2,1,3.662090999998327,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[0 3 2 1],2,1,3.0976464999985183,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[3 1 0 2],4,1,1.4105771999966237,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[3 1 2 0],2,1,4.567766300002404,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[2 1 3 0],2,1,1.2944539000018267,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[1 2 0 3],4,1,6.488715899999079,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[3 1 0 2],1,1,1.37113970000064,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[1 0 2 3],1,1,1.257819999998901,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[2 3 0 1],3,1,3.188824899996689,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[3 0 1 2],3,1,1.4908490000016172,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[2 0 3 1],1,1,1.2613164000067627,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[1 3 2 0],2,1,1.601569099999324,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[1 3 2 0],3,1,2.5664535999967484,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[0 1 2 3],2,1,1.1577871999979834,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[0 2 3 1],3,1,1.9471307000058005,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[0 1 3 2],4,1,1.9482322999974713,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[0 2 1 3],4,1,1.5704688999976497,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[1 2 0 3],4,1,2.0108952000009594,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[3 1 0 2],1,1,1.0717431000011857,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[3 1 2 0],2,0,2.115035999995598,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[2 0 3 1],3,1,1.3003727000032086,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[1 2 0 3],1,1,2.8453018000000156,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[2 3 0 1],3,1,2.409122099998058,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[3 1 2 0],4,1,1.7434418999982881,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[0 3 2 1],2,1,2.1996387999970466,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[2 0 3 1],3,1,1.1564854999960517,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[2 0 3 1],1,1,1.0675522000019555,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[2 0 1 3],2,1,1.1509339999975055,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[2 0 3 1],4,1,2.942571300001873,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[1 3 2 0],4,1,1.350522800006729,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[0 3 2 1],3,1,1.0616812000007485,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[3 1 2 0],4,1,1.2329134000028716,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[3 0 2 1],2,1,1.4532368000000133,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[3 0 1 2],2,1,0.9858040999970399,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[3 2 0 1],3,1,1.031789900000149,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[3 2 1 0],2,1,1.8597455999988597,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[3 2 0 1],2,1,1.095314899997902,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[0 3 2 1],3,1,2.225052900001174,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[0 3 2 1],2,1,1.3026512000069488,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[1 3 0 2],4,1,1.007031700006337,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[0 2 3 1],4,1,1.3892336999997497,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[1 2 0 3],1,1,0.9952458999978262,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[2 0 3 1],4,1,0.9925048000004608,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[3 1 2 0],1,1,1.2458838000020478,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[3 1 0 2],2,1,1.0419305999967037,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[1 3 2 0],3,1,1.5584353000012925,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[0 1 2 3],4,1,1.9186272000006284,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[0 3 1 2],1,1,1.199101400001382,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[1 2 0 3],1,1,1.0202002999940305,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[3 1 2 0],3,1,1.2093601000015042,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[1 3 2 0],2,1,1.5829580999998143,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[3 0 2 1],1,1,1.10910149999836,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[2 1 3 0],4,1,1.6546258000016678,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[0 1 2 3],2,1,2.2029215000002296,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[0 2 3 1],1,1,1.590974599996116,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[0 1 2 3],3,1,0.8056441000007908,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,2,2,1,1,[3 1 0 2],2,1,1.5796760999946855,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[2 0 1 3],3,1,1.481742399999348,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[2 0 3 1],1,1,1.1322282000037376,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[0 2 3 1],3,1,1.124143599998206,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[0 1 3 2],1,1,1.061202199998661,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[0 1 2 3],3,1,1.3362938999998732,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[3 1 2 0],4,1,1.2007520999977714,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[2 3 1 0],4,1,1.7336956999934046,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,1,1,1,1,[3 2 1 0],1,1,1.597955199998978,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[0 2 1 3],3,1,1.9638498999993317,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,3,3,1,1,[1 0 2 3],3,1,1.10706129999744,21,Female,[3 1 2 0],[3 1 2 0]
UNW01,102,1,4,4,1,1,[0 1 3 2],4,1,2.133048299998336,21,Female,[3 1 2 0],[3 1 2 0]
