exp_code,pNum,phase,cue1,out,cert_cond,prob_outcome,out_order,out_response,accuracy,RT,age,gender,cue_img_rand,out_img_rand
UNW01,307,1,3,3,1,1,[2 3 0 1],2,0,3.7674463000003016,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,1,1,1,1,[1 3 0 2],3,0,9.67132539999875,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,2,2,1,1,[2 0 3 1],2,1,4.8832689999981085,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,4,4,1,1,[2 0 3 1],3,0,9.754873600002611,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,1,1,1,1,[3 2 0 1],1,1,7.547276600002078,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,4,4,1,1,[3 2 0 1],4,1,5.0330466000013985,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,2,2,1,1,[1 3 2 0],1,0,3.7662601999982144,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,3,3,1,1,[0 1 3 2],1,0,1.9951083999985713,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,2,2,1,1,[3 0 1 2],2,1,1.9538696000017808,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,4,4,1,1,[1 2 3 0],4,1,4.1060805000015534,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,3,3,1,1,[3 2 1 0],2,0,5.78793880000012,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,3,3,1,1,[1 2 3 0],3,1,0.9507500999970944,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,1,1,1,1,[3 0 2 1],4,0,3.8406432999981917,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,3,3,1,1,[0 1 2 3],2,0,3.956582899998466,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,1,1,1,1,[1 2 3 0],3,0,4.146364000000176,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,2,2,1,1,[3 2 0 1],2,1,6.642716500005918,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,2,2,1,1,[0 1 2 3],2,1,1.3663672999973642,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,4,4,1,1,[1 0 2 3],4,1,5.437993699997605,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,3,3,1,1,[2 1 3 0],2,0,1.601737500001036,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,1,1,1,1,[2 3 1 0],4,0,5.135229799998342,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,4,4,1,1,[0 3 1 2],3,0,2.6955909000025713,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,3,3,1,1,[1 3 2 0],1,0,6.471845299995039,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,2,2,1,1,[2 3 0 1],2,1,2.6493077000050107,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,3,3,1,1,[0 3 1 2],4,0,6.100641099998029,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,2,2,1,1,[3 1 0 2],2,1,5.389711399999214,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,1,1,1,1,[2 0 1 3],4,0,2.8611632000029203,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,2,2,1,1,[1 3 0 2],2,1,2.254383500003314,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,1,1,1,1,[0 2 3 1],4,0,2.1233668999993824,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,4,4,1,1,[3 1 0 2],4,1,1.8439312999980757,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,4,4,1,1,[2 1 0 3],4,1,1.4955823999989661,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,4,4,1,1,[3 1 0 2],4,1,1.881244300006074,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,3,3,1,1,[3 2 1 0],3,1,5.067059699998936,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,2,2,1,1,[2 3 0 1],2,1,1.900130200003332,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,4,4,1,1,[3 1 0 2],4,1,1.1825749999989057,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,2,2,1,1,[0 1 3 2],2,1,2.5556069999947795,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,1,1,1,1,[2 1 0 3],1,1,3.6034341999984463,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,1,1,1,1,[1 0 3 2],4,0,7.3298729000016465,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,4,4,1,1,[2 1 0 3],4,1,3.209737600001972,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,1,1,1,1,[1 2 3 0],1,1,3.4386739999972633,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,3,3,1,1,[2 0 3 1],4,0,7.618953399993188,19,Male,[1 0 2 3],[0 1 3 2]
UNW01,307,1,1,1,1,1,[1 2 0 3],1,1,2.1655914000002667,19,Male,[1 0 2 3],[0 1 3 2]
